"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"2574",13,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",10,1.58859856007749,3.97149640019373
"2575",13,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.00487965993963242,0.00121991498490811
"2576",13,"Cold","Dec",0.2,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",1,1.10152525537399,0.275381313843498
"2577",13,"Cold","Dec",0.2,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",13,0.00730050055265402,0.0237266267961256
"2578",14,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.020659896070176,0.005164974017544
"2579",14,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",10,0.128269113754215,0.320672784385538
"2580",14,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.543226137675522,0.407419603256641
"2581",14,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",14,0.804256013298125,2.81489604654344
"2582",15,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.0306662791732996,0.0076665697933249
"2583",15,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",1,0.0602972553887878,0.015074313847197
"2584",15,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.558098889512425,0.418574167134319
"2585",16,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Closterium","unknown","autotroph","AlgaeDesmidClosteriumunknown",36,0.0085726589471193,0.0771539305240737
"2586",16,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",1,0.323538000137818,0.0808845000344545
"2587",16,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",5,1.45172858606467,1.81466073258084
"2588",16,"Cold","Dec",0.2,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",1,0.00276780962485711,0.000691952406214278
"2589",16,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",21,1.15463464468434,6.06183188459278
"2590",17,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",16,0.0507454994889481,0.202981997955792
"2591",17,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",16,0.955698703278785,3.82279481311514
"2592",17,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.00886976325863519,0.0022174408146588
"2593",17,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",9,0.139953288732243,0.314894899647546
"2594",17,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",1,0.459026577062188,0.114756644265547
"2595",17,"Warm","Dec",2.5,"Surface","Algae","Desmid","Penium","unknown","autotroph","AlgaeDesmidPeniumunknown",3,0.00052686393756293,0.000395147953172198
"2596",17,"Warm","Dec",2.5,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",12,0.04635967225812,0.13907901677436
"2597",17,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",8,0.982432995233052,1.9648659904661
"2598",17,"Warm","Dec",2.5,"Surface","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",18,0.000922011890735127,0.00414905350830807
"2599",17,"Warm","Dec",2.5,"Surface","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.000885041104788907,0.000221260276197227
"2600",18,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",13,0.00764428451313757,0.0248439246676971
"2601",18,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.252137877480163,0.126068938740082
"2602",18,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",5,0.920503942283527,1.15062992785441
"2603",19,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",1,0.155719781209414,0.0389299453023535
"2604",19,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",1,0.710803314067855,0.177700828516964
"2605",19,"Warm","Dec",2.5,"Mid-column","Ciliate","Loxodidae","loxodes","rostrum","mixotroph","CiliateLoxodidaeloxodesrostrum",1,0.139542340953306,0.0348855852383265
"2606",19,"Warm","Dec",2.5,"Mid-column","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0214184624143179,0.00535461560357947
"2607",19,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.0262281721755243,0.00655704304388108
"2608",19,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",1,0.0576756355892753,0.0144189088973188
"2609",19,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",16,0.940937431310981,3.76374972524393
"2610",19,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",8,0.000922011890735127,0.00184402378147025
"2611",19,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",1,0.459026577062188,0.114756644265547
"2612",19,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","unknown","heterotroph","CiliateSpirostomidaeSpirostomumunknown",1,2.43918489612468e-05,6.0979622403117e-06
"2613",19,"Warm","Dec",2.5,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",21,0.00474872341928563,0.0249307979512496
"2614",20,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",10,0.338620089138853,0.846550222847132
"2615",20,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",6,0.213973859753505,0.320960789630257
"2616",20,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",9,0.471534672412731,1.06095301292864
"2617",20,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0176109149500202,0.00440272873750505
"2618",20,"Cold","Dec",0.2,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",9,0.00765188204772679,0.0172167346073853
"2619",1,"Warm","Jan",8.4,"Mid-column","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",14,0.00255545654923097,0.00894409792230841
"2620",1,"Warm","Jan",8.4,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.0672547984816253,0.0336273992408126
"2621",1,"Warm","Jan",8.4,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",10,0.101195314476455,0.252988286191138
"2622",1,"Warm","Jan",8.4,"Sediment","Ciliate","Loxodidae","loxodes","magnus","heterotroph","CiliateLoxodidaeloxodesmagnus",1,0.104824474874779,0.0262061187186948
"2623",1,"Warm","Jan",8.4,"Sediment","Ciliate","Loxodidae","loxodes","rostrum","mixotroph","CiliateLoxodidaeloxodesrostrum",3,0.0197228458990069,0.0147921344242552
"2624",1,"Warm","Jan",8.4,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.298287571532171,0.223715678649128
"2625",1,"Warm","Jan",8.4,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",9,0.00223917621432087,0.00503814648222195
"2626",1,"Warm","Jan",8.4,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",6,0.0045640576360479,0.00684608645407184
"2627",2,"Cold","Jan",4,"Mid-column","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",7,0.370855560751178,0.648997231314561
"2628",2,"Cold","Jan",4,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",6,1.16453931252938,1.74680896879408
"2629",2,"Cold","Jan",4,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.211916786946369,0.105958393473184
"2630",2,"Cold","Jan",4,"Sediment","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",8,0.222636934009902,0.445273868019804
"2631",2,"Cold","Jan",4,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",6,0.0107833609255448,0.0161750413883172
"2632",2,"Cold","Jan",4,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",1,0.40317105721069,0.100792764302673
"2633",2,"Cold","Jan",4,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.367389625883241,0.0918474064708102
"2634",2,"Cold","Jan",4,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",1,0.0967610537305656,0.0241902634326414
"2635",2,"Cold","Jan",4,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",6,1.06884958509059,1.60327437763589
"2636",3,"Cold","Jan",4.2,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",2,0.00941622130957856,0.00470811065478928
"2637",3,"Cold","Jan",4.2,"Mid-column","Algae","Desmid","Netrium","unknown","autotroph","AlgaeDesmidNetriumunknown",4,0.000625187279140187,0.000625187279140187
"2638",3,"Cold","Jan",4.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",6,0.999762542141882,1.49964381321282
"2639",3,"Cold","Jan",4.2,"Mid-column","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",3,0.0557436667611922,0.0418077500708941
"2640",3,"Cold","Jan",4.2,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",2,0.111307848487231,0.0556539242436157
"2641",3,"Cold","Jan",4.2,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",22,0.417147047882344,2.29430876335289
"2642",3,"Cold","Jan",4.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",11,1.28858278615692,3.54360266193152
"2643",3,"Cold","Jan",4.2,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.765698601412394,0.574273951059295
"2644",3,"Cold","Jan",4.2,"Sediment","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",1,0.109662527561308,0.027415631890327
"2645",3,"Cold","Jan",4.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,1.04501938029011,0.261254845072527
"2646",3,"Cold","Jan",4.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",4,1.3818417054946,1.3818417054946
"2647",3,"Cold","Jan",4.2,"Surface","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",1,0.000978738058484672,0.000244684514621168
"2648",3,"Cold","Jan",4.2,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.109807104702423,0.0549035523512117
"2649",4,"Warm","Jan",9,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",7,0.386269596610457,0.6759717940683
"2650",4,"Warm","Jan",9,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",10,0.984335282271927,2.46083820567982
"2651",4,"Warm","Jan",9,"Mid-column","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",1,0.163788241991843,0.0409470604979607
"2652",4,"Warm","Jan",9,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.481544930437682,0.12038623260942
"2653",4,"Warm","Jan",9,"Sediment","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",8,0.000929858607436091,0.00185971721487218
"2654",4,"Warm","Jan",9,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",4,0.0437134590241176,0.0437134590241176
"2655",4,"Warm","Jan",9,"Surface","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",6,0.000940551039849199,0.0014108265597738
"2656",4,"Warm","Jan",9,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.326923911310484,0.163461955655242
"2657",5,"Cold","Jan",4,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",7,0.995269989772625,1.74172248210209
"2658",5,"Cold","Jan",4,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",2,0.592616984332104,0.296308492166052
"2659",5,"Cold","Jan",4,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.635836236274293,0.158959059068573
"2660",5,"Cold","Jan",4,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",20,1.00879085058617,5.04395425293085
"2661",5,"Cold","Jan",4,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.141699225475172,0.070849612737586
"2662",6,"Warm","Jan",8,"Mid-column","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",15,0.000965655157678185,0.00362120684129319
"2663",6,"Warm","Jan",8,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.312264047230824,0.078066011807706
"2664",6,"Warm","Jan",8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",14,0.800013820556084,2.80004837194629
"2665",6,"Warm","Jan",8,"Sediment","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",18,0.000866979041425868,0.00390140568641641
"2666",6,"Warm","Jan",8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.384655426408289,0.192327713204145
"2667",6,"Warm","Jan",8,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",8,0.79421733451344,1.58843466902688
"2668",7,"Cold","Jan",8.8,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.28219123951893,0.776025908677057
"2669",7,"Cold","Jan",8.8,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",1,0.80634211442138,0.201585528605345
"2670",7,"Cold","Jan",8.8,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.740294631829125,0.185073657957281
"2671",7,"Cold","Jan",8.8,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",23,0.00659819059433411,0.0379395959174212
"2672",7,"Cold","Jan",8.8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",11,0.980208174097302,2.69557247876758
"2673",7,"Cold","Jan",8.8,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",1,0.151189146454009,0.0377972866135022
"2674",7,"Cold","Jan",8.8,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",23,1.31302834849856,7.5499130038667
"2675",8,"Warm","Jan",13.7,"Mid-column","Algae","Desmid","Chlorella","unknown","autotroph","AlgaeDesmidChlorellaunknown",177,2.1609968666493e-05,0.000956241113492314
"2676",8,"Warm","Jan",13.7,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",11,0.00510705574628211,0.0140444033022758
"2677",8,"Warm","Jan",13.7,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",11,0.838584187671788,2.30610651609742
"2678",8,"Warm","Jan",13.7,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.111855778112534,0.0279639445281335
"2679",8,"Warm","Jan",13.7,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",10,0.00447789191770083,0.0111947297942521
"2680",8,"Warm","Jan",13.7,"Sediment","Ciliate","Spirofilidae","Stichotricha","unknown","heterotroph","CiliateSpirofilidaeStichotrichaunknown",1,0.0382085210918571,0.00955213027296428
"2681",8,"Warm","Jan",13.7,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.505211232764373,0.126302808191093
"2682",8,"Warm","Jan",13.7,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",7,0.00264570639038759,0.00462998618317828
"2683",8,"Warm","Jan",13.7,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",8,0.00470726903520735,0.0094145380704147
"2684",9,"Warm","Jan",12,"Mid-column","Algae","Desmid","Scenedesmus","unknown","autotroph","AlgaeDesmidScenedesmusunknown",7,0.00123514909128414,0.00216151090974724
"2685",9,"Warm","Jan",12,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,0.747029295242019,1.68081591429454
"2686",9,"Warm","Jan",12,"Mid-column","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",15,0.000589919890910682,0.00221219959091506
"2687",9,"Warm","Jan",12,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",7,0.00952566497285167,0.0166699137024904
"2688",9,"Warm","Jan",12,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",4,0.85157110352883,0.85157110352883
"2689",9,"Warm","Jan",12,"Sediment","Algae","Diatom","Cymbella","unknown","autotroph","AlgaeDiatomCymbellaunknown",1,0.000542506974582705,0.000135626743645676
"2690",9,"Warm","Jan",9.3,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.16328427817033,0.0408210695425825
"2691",9,"Warm","Jan",12,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",6,0.892205105060625,1.33830765759094
